Latitude,Longitude,Location,Municipality,Crash Type,Year,Crash Count,
49.033085,-122.867527,128 ST & 17 AVE,SURREY,Casualty,2021,1,0
49.033085,-122.867527,128 ST & 17 AVE,SURREY,PDO,2020,1,0
49.035351,-122.867498,128 ST & 18 AVE,SURREY,Casualty,2021,1,0
49.035351,-122.867498,128 ST & 18 AVE,SURREY,PDO,2018,1,0
49.035351,-122.867498,128 ST & 18 AVE,SURREY,PDO,2022,1,0
49.038522,-122.867472,128 ST & 20 AVE,SURREY,Casualty,2019,4,0
49.038522,-122.867472,128 ST & 20 AVE,SURREY,Casualty,2021,2,0
49.038522,-122.867472,128 ST & 20 AVE,SURREY,PDO,2018,2,0
49.038522,-122.867472,128 ST & 20 AVE,SURREY,PDO,2020,1,0
49.038522,-122.867472,128 ST & 20 AVE,SURREY,PDO,2022,3,0
49.03986,-122.867465,128 ST & 21 AVE,SURREY,PDO,2021,1,0
49.04253,-122.867444,128 ST & 22 AVE,SURREY,Casualty,2018,1,0
49.04253,-122.867444,128 ST & 22 AVE,SURREY,Casualty,2019,1,0
49.04253,-122.867444,128 ST & 22 AVE,SURREY,Casualty,2021,1,0
49.04253,-122.867444,128 ST & 22 AVE,SURREY,PDO,2022,1,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,Casualty,2018,7,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,Casualty,2019,2,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,Casualty,2020,3,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,Casualty,2021,4,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,Casualty,2022,2,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,PDO,2018,3,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,PDO,2019,1,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,PDO,2021,1,0
49.045783,-122.867419,128 ST & 24 AVE,SURREY,PDO,2022,3,0
49.048071,-122.867379,128 ST & 25 AVE,SURREY,Casualty,2019,1,0
49.048071,-122.867379,128 ST & 25 AVE,SURREY,Casualty,2022,1,0
49.048071,-122.867379,128 ST & 25 AVE,SURREY,PDO,2020,1,0
49.049715,-122.867363,128 ST & 26 AVE,SURREY,Casualty,2018,1,0
49.049715,-122.867363,128 ST & 26 AVE,SURREY,Casualty,2019,1,0
49.049715,-122.867363,128 ST & 26 AVE,SURREY,Casualty,2022,1,0
49.049715,-122.867363,128 ST & 26 AVE,SURREY,PDO,2020,1,0
49.049715,-122.867363,128 ST & 26 AVE,SURREY,PDO,2021,1,0
49.104493,-122.867858,128 ST & 56 AVE,SURREY,Casualty,2019,2,0
49.104493,-122.867858,128 ST & 56 AVE,SURREY,Casualty,2020,2,0
49.104493,-122.867858,128 ST & 56 AVE,SURREY,Casualty,2021,1,0
49.104493,-122.867858,128 ST & 56 AVE,SURREY,Casualty,2022,1,0
49.104493,-122.867858,128 ST & 56 AVE,SURREY,PDO,2021,3,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,Casualty,2018,29,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,Casualty,2019,20,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,Casualty,2020,16,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,Casualty,2021,36,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,Casualty,2022,29,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,PDO,2018,17,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,PDO,2019,13,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,PDO,2020,21,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,PDO,2021,11,0
49.108112,-122.867838,128 ST & 58 AVE,SURREY,PDO,2022,19,0
49.10944,-122.867847,128 ST & 58A AVE,SURREY,Casualty,2020,1,0
49.10944,-122.867847,128 ST & 58A AVE,SURREY,PDO,2021,1,0
49.109982,-122.867796,128 ST & 59 AVE,SURREY,Casualty,2019,1,0
49.128911,-122.890372,120 ST,SURREY,Casualty,2020,3,
49.109982,-122.867796,128 ST & 59 AVE,SURREY,Casualty,2021,1,0
49.109982,-122.867796,128 ST & 59 AVE,SURREY,PDO,2020,1,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,Casualty,2018,8,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,Casualty,2019,6,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,Casualty,2021,6,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,Casualty,2022,8,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,PDO,2018,7,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,PDO,2019,6,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,PDO,2020,6,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,PDO,2021,4,0
49.111809,-122.867838,128 ST & 60 AVE,SURREY,PDO,2022,5,0
49.113141,-122.867824,128 ST & 61 AVE,SURREY,Casualty,2019,3,0
49.113141,-122.867824,128 ST & 61 AVE,SURREY,Casualty,2021,3,0
49.113141,-122.867824,128 ST & 61 AVE,SURREY,Casualty,2022,1,0
49.113141,-122.867824,128 ST & 61 AVE,SURREY,PDO,2018,1,0
49.113141,-122.867824,128 ST & 61 AVE,SURREY,PDO,2022,3,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,Casualty,2018,4,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,Casualty,2019,2,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,Casualty,2020,2,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,Casualty,2021,1,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,Casualty,2022,1,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,PDO,2018,1,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,PDO,2019,2,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,PDO,2020,2,0
49.115448,-122.867837,128 ST & 62 AVE,SURREY,PDO,2021,5,0
49.115916,-122.867886,128 ST & 62A AVE,SURREY,PDO,2018,2,0
49.11729,-122.867839,128 ST & 63 AVE,SURREY,Casualty,2018,2,0
49.11729,-122.867839,128 ST & 63 AVE,SURREY,Casualty,2019,2,0
49.11729,-122.867839,128 ST & 63 AVE,SURREY,Casualty,2021,2,0
49.11729,-122.867839,128 ST & 63 AVE,SURREY,Casualty,2022,4,0
49.11729,-122.867839,128 ST & 63 AVE,SURREY,PDO,2018,2,0
49.11729,-122.867839,128 ST & 63 AVE,SURREY,PDO,2020,2,0
49.11729,-122.867839,128 ST & 63 AVE,SURREY,PDO,2021,1,0
49.11729,-122.867839,128 ST & 63 AVE,SURREY,PDO,2022,2,0
49.118277,-122.86779,128 ST & 63B AVE,SURREY,Casualty,2018,2,0
49.118277,-122.86779,128 ST & 63B AVE,SURREY,PDO,2022,1,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,Casualty,2018,28,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,Casualty,2019,28,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,Casualty,2020,25,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,Casualty,2021,19,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,Casualty,2022,17,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,PDO,2018,17,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,PDO,2019,23,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,PDO,2020,17,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,PDO,2021,27,0
49.119119,-122.867841,128 ST & 64 AVE,SURREY,PDO,2022,29,0
49.120759,-122.867814,128 ST & 65 AVE,SURREY,Casualty,2018,1,0
49.120759,-122.867814,128 ST & 65 AVE,SURREY,Casualty,2019,3,0
49.120759,-122.867814,128 ST & 65 AVE,SURREY,PDO,2018,1,0
49.120759,-122.867814,128 ST & 65 AVE,SURREY,PDO,2022,2,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,Casualty,2018,6,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,Casualty,2019,9,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,Casualty,2020,2,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,Casualty,2021,5,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,Casualty,2022,10,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,PDO,2018,2,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,PDO,2019,2,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,PDO,2020,3,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,PDO,2021,2,0
49.122847,-122.867791,128 ST & 66 AVE,SURREY,PDO,2022,4,0
49.124902,-122.867777,128 ST & 67A AVE,SURREY,Casualty,2018,4,0
49.124902,-122.867777,128 ST & 67A AVE,SURREY,Casualty,2019,6,0
49.124902,-122.867777,128 ST & 67A AVE,SURREY,Casualty,2020,1,0
49.124902,-122.867777,128 ST & 67A AVE,SURREY,Casualty,2021,2,0
49.124902,-122.867777,128 ST & 67A AVE,SURREY,Casualty,2022,1,0
49.124902,-122.867777,128 ST & 67A AVE,SURREY,PDO,2018,4,0
49.124902,-122.867777,128 ST & 67A AVE,SURREY,PDO,2019,1,0
49.124902,-122.867777,128 ST & 67A AVE,SURREY,PDO,2022,1,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,Casualty,2018,34,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,Casualty,2019,14,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,Casualty,2020,9,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,Casualty,2021,16,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,Casualty,2022,13,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,PDO,2018,17,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,PDO,2019,14,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,PDO,2020,8,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,PDO,2021,11,0
49.12659,-122.867795,128 ST & 68 AVE,SURREY,PDO,2022,16,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,Casualty,2018,2,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,Casualty,2019,6,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,Casualty,2020,1,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,Casualty,2022,3,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,PDO,2018,3,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,PDO,2019,1,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,PDO,2020,1,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,PDO,2021,3,0
49.129486,-122.867808,128 ST & 69A AVE,SURREY,PDO,2022,6,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,Casualty,2018,5,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,Casualty,2019,1,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,Casualty,2020,3,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,Casualty,2021,3,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,Casualty,2022,1,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,PDO,2018,1,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,PDO,2019,1,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,PDO,2020,1,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,PDO,2021,1,0
49.131423,-122.867824,128 ST & 70B AVE,SURREY,PDO,2022,2,0
49.131934,-122.867877,128 ST & 71 AVE,SURREY,Casualty,2019,1,0
49.131934,-122.867877,128 ST & 71 AVE,SURREY,Casualty,2020,1,0
49.131934,-122.867877,128 ST & 71 AVE,SURREY,Casualty,2021,1,0
49.131934,-122.867877,128 ST & 71 AVE,SURREY,Casualty,2022,2,0
49.131934,-122.867877,128 ST & 71 AVE,SURREY,PDO,2018,1,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,Casualty,2018,50,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,Casualty,2019,44,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,Casualty,2020,24,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,Casualty,2021,48,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,Casualty,2022,41,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,PDO,2018,37,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,PDO,2019,45,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,PDO,2020,31,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,PDO,2021,46,0
49.13388,-122.867854,128 ST & 72 AVE,SURREY,PDO,2022,53,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,Casualty,2018,5,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,Casualty,2019,4,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,Casualty,2020,6,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,Casualty,2021,7,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,Casualty,2022,4,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,PDO,2018,3,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,PDO,2019,6,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,PDO,2020,6,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,PDO,2021,3,0
49.137426,-122.867873,128 ST & 74 AVE,SURREY,PDO,2022,12,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,Casualty,2018,44,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,Casualty,2019,29,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,Casualty,2020,24,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,Casualty,2021,51,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,Casualty,2022,30,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,PDO,2018,37,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,PDO,2019,22,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,PDO,2020,20,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,PDO,2021,30,0
49.141025,-122.867918,128 ST & 76 AVE,SURREY,PDO,2022,43,0
49.142366,-122.867969,128 ST & 76A AVE,SURREY,Casualty,2018,7,0
49.142366,-122.867969,128 ST & 76A AVE,SURREY,Casualty,2019,4,0
49.142366,-122.867969,128 ST & 76A AVE,SURREY,Casualty,2020,2,0
49.142366,-122.867969,128 ST & 76A AVE,SURREY,Casualty,2022,1,0
49.142366,-122.867969,128 ST & 76A AVE,SURREY,PDO,2019,2,0
49.142366,-122.867969,128 ST & 76A AVE,SURREY,PDO,2020,3,0
49.142366,-122.867969,128 ST & 76A AVE,SURREY,PDO,2021,1,0
49.142366,-122.867969,128 ST & 76A AVE,SURREY,PDO,2022,3,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,Casualty,2018,5,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,Casualty,2019,12,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,Casualty,2020,4,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,Casualty,2021,6,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,Casualty,2022,7,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,PDO,2018,3,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,PDO,2019,2,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,PDO,2020,5,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,PDO,2021,6,0
49.144717,-122.867915,128 ST & 78 AVE & ANVIL WAY,SURREY,PDO,2022,6,0
49.14642,-122.867959,128 ST & 79 AVE,SURREY,Casualty,2018,3,0
49.14642,-122.867959,128 ST & 79 AVE,SURREY,Casualty,2019,6,0
49.14642,-122.867959,128 ST & 79 AVE,SURREY,Casualty,2020,1,0
49.14642,-122.867959,128 ST & 79 AVE,SURREY,Casualty,2021,2,0
49.14642,-122.867959,128 ST & 79 AVE,SURREY,Casualty,2022,5,0
49.14642,-122.867959,128 ST & 79 AVE,SURREY,PDO,2019,2,0
49.14642,-122.867959,128 ST & 79 AVE,SURREY,PDO,2020,1,0
49.14642,-122.867959,128 ST & 79 AVE,SURREY,PDO,2021,3,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,Casualty,2018,51,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,Casualty,2019,53,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,Casualty,2020,31,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,Casualty,2021,41,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,Casualty,2022,40,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,PDO,2018,43,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,PDO,2019,48,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,PDO,2020,32,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,PDO,2021,51,0
49.148132,-122.867974,128 ST & 80 AVE,SURREY,PDO,2022,61,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,Casualty,2018,39,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,Casualty,2019,35,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,Casualty,2020,18,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,Casualty,2021,26,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,Casualty,2022,22,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,PDO,2018,31,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,PDO,2019,22,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,PDO,2020,11,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,PDO,2021,22,0
49.150255,-122.867964,128 ST & 82 AVE & TURNING LANE,SURREY,PDO,2022,38,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,Casualty,2018,27,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,Casualty,2019,28,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,Casualty,2020,10,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,Casualty,2021,18,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,Casualty,2022,24,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,PDO,2018,22,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,PDO,2019,11,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,PDO,2020,12,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,PDO,2021,14,0
49.15535,-122.868017,128 ST & 84 AVE,SURREY,PDO,2022,15,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,Casualty,2018,5,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,Casualty,2019,3,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,Casualty,2020,2,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,Casualty,2021,1,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,Casualty,2022,4,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,PDO,2018,2,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,PDO,2019,2,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,PDO,2020,1,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,PDO,2021,2,0
49.157419,-122.868022,128 ST & 85 AVE & UTILITY ACCESS ROAD,SURREY,PDO,2022,3,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,Casualty,2018,5,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,Casualty,2019,9,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,Casualty,2020,4,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,Casualty,2021,6,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,Casualty,2022,8,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,PDO,2018,2,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,PDO,2019,5,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,PDO,2020,4,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,PDO,2021,4,0
49.158947,-122.868015,128 ST & 86 AVE,SURREY,PDO,2022,7,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,Casualty,2018,5,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,Casualty,2019,4,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,Casualty,2020,2,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,Casualty,2021,3,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,PDO,2018,4,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,PDO,2019,4,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,PDO,2020,3,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,PDO,2021,5,0
49.160703,-122.868039,128 ST & 87 AVE,SURREY,PDO,2022,6,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,Casualty,2018,70,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,Casualty,2019,67,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,Casualty,2020,54,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,Casualty,2021,46,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,Casualty,2022,55,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,PDO,2018,58,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,PDO,2019,62,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,PDO,2020,43,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,PDO,2021,57,0
49.162579,-122.868019,128 ST & 88 AVE,SURREY,PDO,2022,74,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,Casualty,2018,10,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,Casualty,2019,14,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,Casualty,2020,9,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,Casualty,2021,7,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,Casualty,2022,5,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,PDO,2018,4,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,PDO,2019,8,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,PDO,2020,4,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,PDO,2021,6,0
49.167154,-122.868047,128 ST & 90 AVE,SURREY,PDO,2022,5,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,Casualty,2018,10,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,Casualty,2019,14,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,Casualty,2020,7,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,Casualty,2021,12,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,Casualty,2022,12,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,PDO,2018,6,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,PDO,2019,10,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,PDO,2020,9,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,PDO,2021,5,0
49.169776,-122.868042,128 ST & 92 AVE,SURREY,PDO,2022,10,0
49.170793,-122.868056,128 ST & 92A AVE,SURREY,Casualty,2018,1,0
49.170793,-122.868056,128 ST & 92A AVE,SURREY,Casualty,2019,1,0
49.170793,-122.868056,128 ST & 92A AVE,SURREY,Casualty,2020,2,0
49.170793,-122.868056,128 ST & 92A AVE,SURREY,Casualty,2021,2,0
49.170793,-122.868056,128 ST & 92A AVE,SURREY,Casualty,2022,2,0
49.170793,-122.868056,128 ST & 92A AVE,SURREY,PDO,2018,1,0
49.170793,-122.868056,128 ST & 92A AVE,SURREY,PDO,2022,1,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,Casualty,2018,3,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,Casualty,2019,1,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,Casualty,2020,1,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,Casualty,2021,4,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,Casualty,2022,2,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,PDO,2018,2,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,PDO,2019,1,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,PDO,2020,1,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,PDO,2021,3,0
49.171667,-122.868056,128 ST & 93 AVE,SURREY,PDO,2022,3,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,Casualty,2018,59,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,Casualty,2019,60,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,Casualty,2020,48,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,Casualty,2021,46,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,Casualty,2022,37,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,PDO,2018,45,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,PDO,2019,23,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,PDO,2020,34,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,PDO,2021,45,0
49.177155,-122.867999,128 ST & 96 AVE,SURREY,PDO,2022,56,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,Casualty,2018,1,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,Casualty,2019,2,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,Casualty,2020,3,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,Casualty,2021,1,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,Casualty,2022,2,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,PDO,2018,2,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,PDO,2020,1,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,PDO,2021,1,0
49.177768,-122.86794,128 ST & 96A AVE,SURREY,PDO,2022,2,0
49.178534,-122.867908,128 ST & 96B AVE,SURREY,Casualty,2022,2,0
49.178534,-122.867908,128 ST & 96B AVE,SURREY,PDO,2022,1,0
49.178981,-122.867876,128 ST & 97 AVE,SURREY,Casualty,2018,3,0
49.178981,-122.867876,128 ST & 97 AVE,SURREY,Casualty,2019,1,0
49.178981,-122.867876,128 ST & 97 AVE,SURREY,Casualty,2020,2,0
49.178981,-122.867876,128 ST & 97 AVE,SURREY,PDO,2018,1,0
49.178981,-122.867876,128 ST & 97 AVE,SURREY,PDO,2019,1,0
49.178981,-122.867876,128 ST & 97 AVE,SURREY,PDO,2020,1,0
49.178981,-122.867876,128 ST & 97 AVE,SURREY,PDO,2021,1,0
49.178981,-122.867876,128 ST & 97 AVE,SURREY,PDO,2022,1,0
49.179872,-122.867859,128 ST & 97A AVE,SURREY,Casualty,2018,1,0
