Location,Crash Type,Municipality,Year,Crash Count,Latitude,Longitude
LLOYD AVE & MARINE DR,Casualty,NORTH VANCOUVER,2020,4,49.323815,-123.104899
MARINE DR & PHILIP AVE,Casualty,NORTH VANCOUVER,2020,4,49.323893,-123.113368
W 23RD ST & WESTVIEW DR,Casualty,NORTH VANCOUVER,2020,4,49.330409,-123.088198
BEWICKE AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2020,5,49.319051,-123.091577
BROOKSBANK AVE & COTTON RD,Casualty,NORTH VANCOUVER,2020,5,49.307214,-123.040515
CHESTERFIELD AVE & W 13TH ST,Casualty,NORTH VANCOUVER,2020,5,49.320023,-123.075547
E 20TH ST & KIRKSTONE RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2020,5,49.327144,-123.038238
E 29TH ST & LONSDALE AVE & W 29TH ST,Casualty,NORTH VANCOUVER,2020,5,49.335657,-123.07201
E 3RD ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2020,5,49.310787,-123.070952
FELL AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2020,5,49.323237,-123.094577
FELL AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2020,5,49.318039,-123.094731
HARBOUR AVE & MAIN ST,Casualty,NORTH VANCOUVER,2020,5,49.305823,-123.034207
LONSDALE AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2020,5,49.323097,-123.072295
MISSION RD & W 3RD ST,Casualty,NORTH VANCOUVER,2020,5,49.317949,-123.087399
E 12TH ST & LONSDALE AVE & W 12TH ST,Casualty,NORTH VANCOUVER,2020,6,49.318952,-123.072398
E 15TH ST & LONSDALE AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2020,6,49.322069,-123.072318
E 20TH ST & LONSDALE AVE & W 20TH ST,Casualty,NORTH VANCOUVER,2020,6,49.327252,-123.072188
E 3RD ST & LONSDALE AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2020,6,49.31343,-123.077042
FIR ST & LARSON RD & WESTVIEW DR,Casualty,NORTH VANCOUVER,2020,6,49.325164,-123.089494
LILLOOET RD & MT SEYMOUR PKY & TURNING LANE,Casualty,NORTH VANCOUVER,2020,6,49.31237,-123.025305
MOUNTAIN HWY & TRANS-CANADA HWY,Casualty,NORTH VANCOUVER,2020,6,49.315677,-123.03749
MT SEYMOUR PKY & SEYMOUR BLVD & TURNING LANE,Casualty,NORTH VANCOUVER,2020,6,49.311704,-123.021179
BEWICKE AVE & MARINE DR & W 3RD ST & W KEITH RD,Casualty,NORTH VANCOUVER,2020,7,49.320038,-123.091403
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Casualty,NORTH VANCOUVER,2020,7,49.311437,-123.028213
FELL AVE & MARINE DR & TURNING LANE,Casualty,NORTH VANCOUVER,2020,7,49.321159,-123.094648
GLADWIN DR & LLOYD AVE & TRANS-CANADA HWY & TURNING LANE,Casualty,NORTH VANCOUVER,2020,7,49.332725,-123.104711
MAIN ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2020,7,49.305167,-123.032063
E 23RD ST & LONSDALE AVE & W 23RD ST,Casualty,NORTH VANCOUVER,2020,8,49.330237,-123.072132
E KEITH RD & LONSDALE AVE & W KEITH RD,Casualty,NORTH VANCOUVER,2020,8,49.317311,-123.073107
MT SEYMOUR PKY & RIVERSIDE DR & TURNING LANE,Casualty,NORTH VANCOUVER,2020,8,49.311036,-123.014719
AMHERST AVE & DOLLARTON HWY & OLD DOLLARTON RD,Casualty,NORTH VANCOUVER,2020,9,49.305382,-123.018888
DOLLARTON HWY & RIVERSIDE DR,Casualty,NORTH VANCOUVER,2020,9,49.305555,-123.014087
LYNN AVE & MAIN ST,Casualty,NORTH VANCOUVER,2020,9,49.306469,-123.036923
BROOKSBANK AVE & E KEITH RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2020,10,49.313293,-123.040344
MOUNTAIN HWY & MOUNTAIN HWY OFFRAMP & MOUNTAIN HWY ONRAMP & TRANS-CANADA HWY & TURNING LANE,Casualty,NORTH VANCOUVER,2020,10,49.31564,-123.037579
MARINE DR & PEMBERTON AVE,Casualty,NORTH VANCOUVER,2020,12,49.323845,-123.107769
E 25TH ST & E 25TH ST OFFRAMP & E 25TH ST ONRAMP & LONSDALE AVE & LONSDALE AVE OFFRAMP & LONSDALE AVE ONRAMP & TRANS-CANADA HWY & W 25TH ST & TURNING LANE,Casualty,NORTH VANCOUVER,2020,16,49.331967,-123.072107
BOULEVARD CRES & E 21ST ST & GRAND BLVD OFFRAMP & GRAND BLVD ONRAMP & LYNN VALLEY RD & LYNN VALLEY RD ONRAMP & TRANS-CANADA HWY & WILLIAM AVE OFFRAMP & TURNING LANE,Casualty,NORTH VANCOUVER,2020,17,49.328871,-123.053569
CAPILANO RD & MARINE DR & MATHIAS RD & TURNING LANE,Casualty,NORTH VANCOUVER,2020,17,49.324292,-123.122442
LONSDALE AVE & TRANS-CANADA HWY,Casualty,NORTH VANCOUVER,2020,19,49.332037,-123.072201
BOWSER AVE & CAPILANO RD & CAPILANO RD OFFRAMP & CAPILANO RD ONRAMP & KEITH RD & TRANS-CANADA HWY & TURNING LANE,Casualty,NORTH VANCOUVER,2020,43,49.332551,-123.117171
DOLLARTON HWY & DOLLARTON HWY OFFRAMP & DOLLARTON HWY ONRAMP & IRONWORKERS MEMORIAL BRIDGE & MAIN ST & MAIN ST OFFRAMP & MAIN ST ONRAMP & OXFORD ST & PHIBBS EXCHANGE & TRANS-CANADA HWY & EMERGENCY LANE & HIGHWAY RAMP & TURNING LANE,Casualty,NORTH VANCOUVER,2020,48,49.304852,-123.027413
MOSQUITO CREEK BRIDGE & TRANS-CANADA HWY & WESTVIEW DR & WESTVIEW DR OFFRAMP & WESTVIEW DR ONRAMP & TURNING LANE,Casualty,NORTH VANCOUVER,2020,52,49.33199,-123.088135
3RD ST E & COTTON RD & LOWER LEVEL RD,Casualty,NORTH VANCOUVER,2021,1,49.308291,-123.046912
ADDERLEY ST & E 7TH ST & HENDRY AVE,Casualty,NORTH VANCOUVER,2021,1,49.312413,-123.052022
ALDERLYNN DR & APPIN RD,Casualty,NORTH VANCOUVER,2021,1,49.325412,-123.032708
ALLAN RD & DRAYCOTT RD,Casualty,NORTH VANCOUVER,2021,1,49.337438,-123.032682
ANITA CRT & E 21ST ST,Casualty,NORTH VANCOUVER,2021,1,49.328225,-123.048769
ARBORLYNN DR & HOSKINS RD,Casualty,NORTH VANCOUVER,2021,1,49.325379,-123.030177
ARBORLYNN DR & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.317007,-123.036087
BARROW ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.304602,-123.032081
BENDALE RD & CARNABY PL,Casualty,NORTH VANCOUVER,2021,1,49.315935,-123.003573
BERMON PL & WESTOVER RD,Casualty,NORTH VANCOUVER,2021,1,49.339227,-123.031476
BEWICKE AVE & MARINE DR & W 3RD ST & W KEITH RD,Casualty,NORTH VANCOUVER,2021,1,49.320038,-123.091403
BEWICKE AVE & W QUEENS RD,Casualty,NORTH VANCOUVER,2021,1,49.336579,-123.091054
BRIDGMAN AVE & W 22ND ST,Casualty,NORTH VANCOUVER,2021,1,49.329948,-123.11036
BRIXHAM RD & PLYMOUTH DR,Casualty,NORTH VANCOUVER,2021,1,49.314979,-122.992212
BROOKSBANK AVE & E 3RD ST,Casualty,NORTH VANCOUVER,2021,1,49.308302,-123.040484
CANTERBURY CRES & TUDOR AVE,Casualty,NORTH VANCOUVER,2021,1,49.349736,-123.091744
CAPILANO CRES & CAPILANO RD & RIDGEWOOD DR,Casualty,NORTH VANCOUVER,2021,1,49.339494,-123.114523
CAPILANO PARK RD & CAPILANO RD & MT CROWN RD,Casualty,NORTH VANCOUVER,2021,1,49.34533,-123.111127
CAPILANO RD & GARDEN AVE,Casualty,NORTH VANCOUVER,2021,1,49.327335,-123.11913
CAPILANO RD & HANDSWORTH RD,Casualty,NORTH VANCOUVER,2021,1,49.352623,-123.107234
CAPILANO RD & PAISLEY RD,Casualty,NORTH VANCOUVER,2021,1,49.336445,-123.115626
CATES PARK RD & DOLLARTON HWY,Casualty,NORTH VANCOUVER,2021,1,49.304085,-122.957262
CHESTERFIELD AVE & W 12TH ST & W 8TH ST,Casualty,NORTH VANCOUVER,2021,1,49.319206,-123.07567
CHESTERFIELD AVE & W 17TH ST,Casualty,NORTH VANCOUVER,2021,1,49.324177,-123.075432
CHESTERFIELD AVE & W 18TH ST,Casualty,NORTH VANCOUVER,2021,1,49.325212,-123.075395
CHESTERFIELD AVE & W 20TH ST,Casualty,NORTH VANCOUVER,2021,1,49.327296,-123.075359
CHESTERFIELD AVE & W 5TH ST,Casualty,NORTH VANCOUVER,2021,1,49.316449,-123.078496
CLOVERLEY ST & E KEITH RD,Casualty,NORTH VANCOUVER,2021,1,49.313364,-123.046112
COTTON RD & E 3RD ST,Casualty,NORTH VANCOUVER,2021,1,49.308351,-123.045676
DEEP COVE RD & MT SEYMOUR PKY & N DOLLARTON HWY,Casualty,NORTH VANCOUVER,2021,1,49.315838,-122.953567
DELBRUCK AVE & W KEITH RD,Casualty,NORTH VANCOUVER,2021,1,49.320052,-123.087904
DOLLARTON HWY & FORESTER ST & TURNING LANE,Casualty,NORTH VANCOUVER,2021,1,49.306136,-123.010866
DOLLARTON HWY & MAIN ST,Casualty,NORTH VANCOUVER,2021,1,49.305126,-123.023867
DOLLARTON HWY & RIVERSIDE DR W,Casualty,NORTH VANCOUVER,2021,1,49.305271,-123.019825
DOLLARTON HWY & SLEIL-WAUTUTH RD,Casualty,NORTH VANCOUVER,2021,1,49.308375,-122.988504
DONAGHY AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2021,1,49.320139,-123.096859
DORAN RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.344388,-123.037923
DRAYCOTT RD & LYNN VALLEY RD,Casualty,NORTH VANCOUVER,2021,1,49.337286,-123.037754
E 11TH ST & LONSDALE AVE & W 8TH ST,Casualty,NORTH VANCOUVER,2021,1,49.317895,-123.072561
E 12TH ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2021,1,49.3189,-123.066175
E 13TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2021,1,49.319802,-123.056393
E 13TH ST & GRAND LANE,Casualty,NORTH VANCOUVER,2021,1,49.319794,-123.055613
E 13TH ST & MOODY AVE,Casualty,NORTH VANCOUVER,2021,1,49.31984,-123.060025
E 14TH ST & LONSDALE AVE,Casualty,NORTH VANCOUVER,2021,1,49.321018,-123.072348
E 14TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,1,49.321014,-123.069225
E 15TH ST & GRAND BLVD W,Casualty,NORTH VANCOUVER,2021,1,49.321867,-123.057545
E 17TH ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.323809,-123.038382
E 18TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2021,1,49.325023,-123.056279
E 18TH ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.324855,-123.038336
E 19TH ST & GRAND BLVD,Casualty,NORTH VANCOUVER,2021,1,49.326098,-123.060336
E 19TH ST & GRAND BLVD W & QUEENSBURY AVE,Casualty,NORTH VANCOUVER,2021,1,49.326069,-123.057435
E 19TH ST & MOODY AVE,Casualty,NORTH VANCOUVER,2021,1,49.326085,-123.05986
E 1ST ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,1,49.310546,-123.075571
E 20TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,1,49.327209,-123.069067
E 21ST ST & WILLIAM AVE,Casualty,NORTH VANCOUVER,2021,1,49.328242,-123.050606
E 22ND ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,1,49.32925,-123.069037
E 23RD ST & GRAND BLVD,Casualty,NORTH VANCOUVER,2021,1,49.330109,-123.062021
E 24TH ST & EMERY PL & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.330453,-123.03803
E 24TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,1,49.331195,-123.068966
E 27TH ST & LIBRARY LANE,Casualty,NORTH VANCOUVER,2021,1,49.333359,-123.039058
E 27TH ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.33335,-123.037883
E 29TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,1,49.335649,-123.068859
E 29TH ST & WILLIAM AVE,Casualty,NORTH VANCOUVER,2021,1,49.335544,-123.050449
E 3RD ST & HEYWOOD ST,Casualty,NORTH VANCOUVER,2021,1,49.308383,-123.050167
E 3RD ST & KENNARD AVE,Casualty,NORTH VANCOUVER,2021,1,49.308405,-123.04693
E 3RD ST & KENNARD AVE & LOW LEVEL RD,Casualty,NORTH VANCOUVER,2021,1,49.308338,-123.046948
E 3RD ST & MOODY AVE,Casualty,NORTH VANCOUVER,2021,1,49.308505,-123.060243
E 4TH ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2021,1,49.311576,-123.070148
E 5TH ST & LONSDALE AVE & W 5TH ST,Casualty,NORTH VANCOUVER,2021,1,49.315089,-123.075356
E BRAEMAR RD & LONSDALE AVE & W BRAEMAR RD,Casualty,NORTH VANCOUVER,2021,1,49.343282,-123.071879
E ESPLANADE & ESPLANADE AVE & LOW LEVEL RD & ST ANDREWS AVE & TURNING LANE,Casualty,NORTH VANCOUVER,2021,1,49.308476,-123.073354
E KEITH LANE & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2021,1,49.314734,-123.066852
E KEITH RD & MOODY AVE,Casualty,NORTH VANCOUVER,2021,1,49.313525,-123.060116
E KEITH RD & QUEENSBURY AVE,Casualty,NORTH VANCOUVER,2021,1,49.313499,-123.05712
E KEITH RD & RIDGEWAY AVE,Casualty,NORTH VANCOUVER,2021,1,49.31358,-123.063189
E KEITH RD & SHAVINGTON ST,Casualty,NORTH VANCOUVER,2021,1,49.313333,-123.0436
E KEITH RD & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2021,1,49.314234,-123.0674
E KEITH RD & SUTHERLAND AVE,Casualty,NORTH VANCOUVER,2021,1,49.31347,-123.054801
E OSBORNE RD & PRINCESS AVE,Casualty,NORTH VANCOUVER,2021,1,49.340095,-123.057872
E OSBORNE RD & REGENT AVE,Casualty,NORTH VANCOUVER,2021,1,49.34011,-123.060655
EDGEMONT BLVD & HIGHLAND BLVD,Casualty,NORTH VANCOUVER,2021,1,49.337493,-123.101901
EDGEMONT BLVD & RIDGEWOOD DR,Casualty,NORTH VANCOUVER,2021,1,49.339355,-123.104454
EDGEMONT BLVD & W QUEENS RD,Casualty,NORTH VANCOUVER,2021,1,49.336662,-123.100791
FAIRWAY DR & FAIRWAY PL,Casualty,NORTH VANCOUVER,2021,1,49.305162,-122.957349
FELL AVE & HARBOURSIDE DR,Casualty,NORTH VANCOUVER,2021,1,49.314549,-123.094812
FORBES AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2021,1,49.316154,-123.085872
FOREST HILLS DR & HIGHLAND BLVD,Casualty,NORTH VANCOUVER,2021,1,49.342072,-123.096851
FREDERICK RD & INSTITUTE RD,Casualty,NORTH VANCOUVER,2021,1,49.341598,-123.03665
FREDERICK RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.341619,-123.038018
GARDEN AVE & WELCH ST,Casualty,NORTH VANCOUVER,2021,1,49.317676,-123.118307
HAROLD RD & INSTITUTE RD & LYNN VALLEY RD,Casualty,NORTH VANCOUVER,2021,1,49.337975,-123.03647
HILL DR & MARY KIRK PL,Casualty,NORTH VANCOUVER,2021,1,49.327016,-122.993768
HOSKINS RD & KILKENNY RD,Casualty,NORTH VANCOUVER,2021,1,49.335142,-123.027537
HOSKINS RD & KILMER RD,Casualty,NORTH VANCOUVER,2021,1,49.34592,-123.028515
INDIAN RIVER DR & MT SEYMOUR RD,Casualty,NORTH VANCOUVER,2021,1,49.321383,-122.969033
JONES AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2021,1,49.322172,-123.081638
JONES AVE & W 17TH ST,Casualty,NORTH VANCOUVER,2021,1,49.324242,-123.081592
KILMER RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,1,49.346223,-123.037854
LILLOOET RD & TRANS-CANADA HWY,Casualty,NORTH VANCOUVER,2021,1,49.311478,-123.028273
LLOYD AVE & ROOSEVELT CRES & W 15TH ST,Casualty,NORTH VANCOUVER,2021,1,49.322016,-123.104963
LLOYD AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2021,1,49.317595,-123.105113
LONSDALE AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2021,1,49.323097,-123.072295
LONSDALE AVE & W 22ND ST,Casualty,NORTH VANCOUVER,2021,1,49.329471,-123.072146
LONSDALE LANE & W 15TH LANE,Casualty,NORTH VANCOUVER,2021,1,49.322584,-123.073047
LOW LEVEL RD & LOWER LEVEL RD,Casualty,NORTH VANCOUVER,2021,1,49.308213,-123.048097
LYNN VALLEY RD & MOLLIE NYE WAY,Casualty,NORTH VANCOUVER,2021,1,49.332038,-123.047593
MACKAY RD & W 1ST ST,Casualty,NORTH VANCOUVER,2021,1,49.318129,-123.102393
MACKAY RD & W 3RD ST,Casualty,NORTH VANCOUVER,2021,1,49.320206,-123.102281
MAHON AVE & W 13TH ST,Casualty,NORTH VANCOUVER,2021,1,49.320046,-123.078619
MAHON AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2021,1,49.322139,-123.07857
MAHON AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2021,1,49.315343,-123.084009
MAIN ST & PHIBBS EXCHANGE,Casualty,NORTH VANCOUVER,2021,1,49.304836,-123.028236
MARINE DR & W 15TH ST,Casualty,NORTH VANCOUVER,2021,1,49.322071,-123.097103
MONTROYAL BLVD & RANGER AVE,Casualty,NORTH VANCOUVER,2021,1,49.356271,-123.090583
MT SEYMOUR PKY & NORTHLANDS DR & TURNING LANE,Casualty,NORTH VANCOUVER,2021,1,49.315766,-122.9916
OLD DOLLARTON RD & RIVERSIDE DR,Casualty,NORTH VANCOUVER,2021,1,49.307651,-123.014758
PEMBERTON AVE & W 14TH ST,Casualty,NORTH VANCOUVER,2021,1,49.321147,-123.107811
PEMBERTON AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2021,1,49.322044,-123.107785
PEMBERTON AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2021,1,49.32294,-123.107795
PHILIP AVE & W 17TH ST,Casualty,NORTH VANCOUVER,2021,1,49.324839,-123.113343
ROGERS AVE & W ESPLANADE,Casualty,NORTH VANCOUVER,2021,1,49.311666,-123.080794
SEMISCH AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2021,1,49.313853,-123.083365
SEMISCH AVE & W ESPLANADE,Casualty,NORTH VANCOUVER,2021,1,49.313086,-123.084133
W KEITH RD & UNNAMED LANE,Casualty,NORTH VANCOUVER,2021,1,49.332191,-123.11462
WEYMOUTH DR & WILLIAM AVE,Casualty,NORTH VANCOUVER,2021,1,49.331423,-123.050532
4TH ST & W 2ND ST & W 3RD ST,Casualty,NORTH VANCOUVER,2021,2,49.319047,-123.089786
APEX AVE & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2021,2,49.31562,-122.980213
AUTOMALL DR & FELL AVE,Casualty,NORTH VANCOUVER,2021,2,49.315884,-123.094781
BEAUFORT RD & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2021,2,49.315883,-122.958124
BROADVIEW DR & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2021,2,49.315778,-122.996468
BROWNING PL & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2021,2,49.311888,-123.007596
CAPILANO RD & CURLING RD,Casualty,NORTH VANCOUVER,2021,2,49.325219,-123.121453
CHARLOTTE RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,2,49.309731,-123.032282
CHESTERFIELD AVE & W 13TH ST,Casualty,NORTH VANCOUVER,2021,2,49.320023,-123.075547
CHESTERFIELD AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2021,2,49.323129,-123.075468
CHESTERFIELD AVE & W 19TH ST,Casualty,NORTH VANCOUVER,2021,2,49.326259,-123.07539
CHESTERFIELD AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2021,2,49.314018,-123.080955
CHESTERFIELD AVE & W 4TH ST,Casualty,NORTH VANCOUVER,2021,2,49.315569,-123.079373
CHESTERFIELD AVE & W KEITH RD,Casualty,NORTH VANCOUVER,2021,2,49.318268,-123.076589
COTTON RD & GLADSTONE AVE,Casualty,NORTH VANCOUVER,2021,2,49.308007,-123.04368
DEMPSEY RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,2,49.348072,-123.037784
DOLLARTON HWY & RAVEN WOODS DR,Casualty,NORTH VANCOUVER,2021,2,49.304984,-122.972996
E 13TH ST & SUTHERLAND AVE,Casualty,NORTH VANCOUVER,2021,2,49.319785,-123.054713
E 19TH ST & LONSDALE AVE & W 19TH ST,Casualty,NORTH VANCOUVER,2021,2,49.326226,-123.072214
E 19TH ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,2,49.326194,-123.069093
E 20TH ST & LONSDALE AVE & W 20TH ST,Casualty,NORTH VANCOUVER,2021,2,49.327252,-123.072188
E 21ST ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,2,49.328233,-123.069078
E 23RD ST & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,2,49.330199,-123.068991
E 27TH ST & FROMME RD & LYNN VALLEY RD,Casualty,NORTH VANCOUVER,2021,2,49.334069,-123.04381
E 27TH ST & LONSDALE AVE & W 27TH ST,Casualty,NORTH VANCOUVER,2021,2,49.334123,-123.072045
E ESPLANADE & LONSDALE AVE & W ESPLANADE,Casualty,NORTH VANCOUVER,2021,2,49.311047,-123.079495
E ESPLANADE & ST GEORGES AVE,Casualty,NORTH VANCOUVER,2021,2,49.309764,-123.076402
E KEITH RD & LONSDALE AVE & W KEITH RD,Casualty,NORTH VANCOUVER,2021,2,49.317311,-123.073107
E KINGS RD & LONSDALE AVE & W KINGS RD,Casualty,NORTH VANCOUVER,2021,2,49.337451,-123.071972
E WINDSOR RD & LONSDALE AVE & W WINDSOR RD,Casualty,NORTH VANCOUVER,2021,2,49.338339,-123.07195
FELL AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2021,2,49.320135,-123.094673
FORBES AVE & W 1ST ST & W ESPLANDE LANE,Casualty,NORTH VANCOUVER,2021,2,49.314709,-123.085936
FORBES AVE & W KEITH RD,Casualty,NORTH VANCOUVER,2021,2,49.320021,-123.084841
GARDEN AVE & HOPE RD,Casualty,NORTH VANCOUVER,2021,2,49.325931,-123.118922
JONES AVE & LARSON CRES & W 23RD ST,Casualty,NORTH VANCOUVER,2021,2,49.330354,-123.081515
KIRKSTONE RD & LYNN VALLEY RD,Casualty,NORTH VANCOUVER,2021,2,49.331271,-123.049041
LILLOOET RD & OLD LILLOOET RD & TURNING LANE,Casualty,NORTH VANCOUVER,2021,2,49.313944,-123.02443
LONSDALE AVE & W QUEENS RD,Casualty,NORTH VANCOUVER,2021,2,49.336525,-123.071991
LYNN VALLEY RD & MORGAN RD,Casualty,NORTH VANCOUVER,2021,2,49.32934,-123.05269
MACGOWAN AVE & MARINE DR,Casualty,NORTH VANCOUVER,2021,2,49.323909,-123.114777
MAHON AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2021,2,49.316122,-123.08324
MARINE DR & W 16TH ST,Casualty,NORTH VANCOUVER,2021,2,49.323308,-123.100508
MT SEYMOUR PKY & MT SEYMOUR RD & ROCHE POINT DR,Casualty,NORTH VANCOUVER,2021,2,49.315935,-122.968956
MT SEYMOUR PKY & PARKGATE AVE,Casualty,NORTH VANCOUVER,2021,2,49.315828,-122.974626
PEMBERTON AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2021,2,49.316992,-123.107926
W 28TH ST & WESTVIEW CRES & WESTVIEW DR,Casualty,NORTH VANCOUVER,2021,2,49.335231,-123.088108
AMHERST AVE & DOLLARTON HWY & OLD DOLLARTON RD,Casualty,NORTH VANCOUVER,2021,3,49.305382,-123.018888
BEWICKE AVE & LARSON RD & W 16TH ST & W 17TH ST,Casualty,NORTH VANCOUVER,2021,3,49.324341,-123.09107
BOULEVARD CRES & E 19TH ST & GRAND BLVD E,Casualty,NORTH VANCOUVER,2021,3,49.32606,-123.056239
CAPILANO RD & EDGEMONT BLVD,Casualty,NORTH VANCOUVER,2021,3,49.343933,-123.112187
CAPILANO RD & W 21ST ST,Casualty,NORTH VANCOUVER,2021,3,49.328954,-123.118047
CHESTERFIELD AVE & W 21ST ST,Casualty,NORTH VANCOUVER,2021,3,49.328313,-123.07533
CHESTERFIELD AVE & W 3RD ST,Casualty,NORTH VANCOUVER,2021,3,49.314795,-123.080147
E 16TH ST & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,3,49.322779,-123.038429
E 20TH ST & KIRKSTONE RD & MOUNTAIN HWY,Casualty,NORTH VANCOUVER,2021,3,49.327144,-123.038238
E 23RD ST & LONSDALE AVE & W 23RD ST,Casualty,NORTH VANCOUVER,2021,3,49.330237,-123.072132
E 29TH ST & FROMME RD,Casualty,NORTH VANCOUVER,2021,3,49.335494,-123.043831
E 29TH ST & LYNN VALLEY RD & VALLEY CENTRE AVE,Casualty,NORTH VANCOUVER,2021,3,49.335253,-123.041583
E 2ND ST & LONSDALE AVE & W 2ND ST,Casualty,NORTH VANCOUVER,2021,3,49.312668,-123.077854
E 3RD ST & ST ANDREWS AVE,Casualty,NORTH VANCOUVER,2021,3,49.310787,-123.070952
E KEITH RD & HENDRY AVE,Casualty,NORTH VANCOUVER,2021,3,49.313437,-123.051981
E KEITH RD & LILLOOET RD & LILLOOET RD OFFRAMP & MT SEYMOUR PKY ONRAMP & TRANS-CANADA HWY & TRANS-CANADA HWY ONRAMP & TURNING LANE,Casualty,NORTH VANCOUVER,2021,3,49.311437,-123.028213
EDGEMONT BLVD & TRANS-CANADA HWY,Casualty,NORTH VANCOUVER,2021,3,49.332082,-123.094149
EMERSON WAY & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2021,3,49.315841,-122.998126
FELL AVE & W 15TH ST,Casualty,NORTH VANCOUVER,2021,3,49.322283,-123.094616
FELL AVE & W 16TH ST,Casualty,NORTH VANCOUVER,2021,3,49.323237,-123.094577
HANES AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2021,3,49.318088,-123.098913
LYTTON ST & MT SEYMOUR PKY,Casualty,NORTH VANCOUVER,2021,3,49.315281,-123.00129
MARINE DR & PHILIP AVE,Casualty,NORTH VANCOUVER,2021,3,49.323893,-123.113368
MARINE DR & TATLOW AVE,Casualty,NORTH VANCOUVER,2021,3,49.323938,-123.117544
MOUNTAIN HWY & RUPERT ST,Casualty,NORTH VANCOUVER,2021,3,49.307953,-123.031978
MT SEYMOUR PKY & PLYMOUTH DR,Casualty,NORTH VANCOUVER,2021,3,49.315701,-122.987434
BERKLEY RD & MT SEYMOUR PKY & TURNING LANE,Casualty,NORTH VANCOUVER,2021,4,49.313697,-123.004763
BEWICKE AVE & MARINE DR & W KEITH RD,Casualty,NORTH VANCOUVER,2021,4,49.320072,-123.091402
DELBROOK AVE & W QUEENS RD & WESTVIEW DR,Casualty,NORTH VANCOUVER,2021,4,49.336565,-123.088076
DONAGHY AVE & W 1ST ST,Casualty,NORTH VANCOUVER,2021,4,49.318065,-123.096934
